symbol,side,entry_price,entry_time,stop_price,vwap,shares,or_high,or_low,or_range,or_in_atr,base_range,atr,stop_distance,r_amount,target_r1,target_r2,exit_price,exit_reason,pnl,r_multiple,date,logged_at
SYMBOL,SHORT,232.9425048828125,09:45:00,233.51749799296763,233.45464802174135,434,234.22140502929688,232.9425048828125,1.278900146484375,2.0348460333893463,1.6899871826171875,0.6284997122628349,0.574993110155134,0.574993110155134,231.79251866250223,231.2175255523471,233.51749799296763,STOP_LOSS,-249.54700980732815,-1.0,2025-08-15,2025-11-07T10:34:34.586384
SYMBOL,LONG,232.4600067138672,09:45:00,231.88842329683897,231.96549903710823,437,232.4600067138672,231.33999633789062,1.1200103759765625,1.453129573668678,1.3899993896484375,0.7707574026925224,0.5715834170282221,0.5715834170282221,233.60317354792363,234.17475696495185,231.88842329683897,STOP_LOSS,-249.78195324133307,-1.0,2025-08-18,2025-11-07T10:34:34.591099
SYMBOL,LONG,231.5800018310547,09:45:00,231.06676073026833,231.12999860171084,487,231.5800018310547,230.58999633789062,0.9900054931640625,1.5655262749694077,1.4550018310546875,0.6323787144252232,0.5132411007863595,0.5132411007863595,232.6064840326274,233.11972513341377,231.06676073026833,STOP_LOSS,-249.9484160829571,-1.0,2025-08-19,2025-11-07T10:34:34.595519
SYMBOL,SHORT,227.35000610351562,09:45:00,228.58680661050954,228.50112240640797,202,230.4698944091797,227.35000610351562,3.1198883056640625,3.64114755849984,1.489990234375,0.856842041015625,1.2368005069939159,1.2368005069939159,224.8764050895278,223.63960458253388,228.58680661050954,STOP_LOSS,-249.833702412771,-1.0,2025-08-20,2025-11-07T10:34:34.599453
SYMBOL,SHORT,224.67999267578125,11:10:00,225.60639470175747,225.54066212729458,269,226.52000427246094,224.67999267578125,1.8400115966796875,2.7992385993012756,1.6500091552734375,0.6573257446289062,0.9264020259762162,0.9264020259762162,222.82718862382882,221.9007865978526,225.60639470175747,STOP_LOSS,-249.20214498760217,-1.0,2025-08-21,2025-11-07T10:34:34.603728
SYMBOL,LONG,226.9600067138672,09:45:00,226.11062945470948,226.19508652519636,294,226.9600067138672,225.41000366210938,1.5500030517578125,1.8352555242825819,1.57550048828125,0.8445707048688617,0.8493772591577056,0.8493772591577056,228.6587612321826,229.5081384913403,226.11062945470948,STOP_LOSS,-249.71691419236544,-1.0,2025-08-22,2025-11-07T10:34:34.607564
SYMBOL,LONG,227.3800048828125,09:45:00,227.25122142609504,227.31739999316397,1941,227.3800048828125,226.24000549316406,1.1399993896484375,1.7226111717729675,2.0250091552734375,0.6617856706891742,0.12878345671745706,0.12878345671745706,227.6375717962474,227.76635525296487,227.25122142609504,STOP_LOSS,-249.96868948858415,-1.0,2025-08-25,2025-11-07T10:34:34.611375
SYMBOL,LONG,227.0500030517578,10:55:00,225.88111869391355,225.94057478347827,213,227.0500030517578,225.69000244140625,1.3600006103515625,2.287403393509217,1.9199981689453125,0.5945608956473214,1.168884357844263,1.168884357844263,229.38777176744634,230.5566561252906,225.88111869391355,STOP_LOSS,-248.972368220828,-1.0,2025-08-26,2025-11-07T10:34:34.615181
SYMBOL,LONG,230.25,10:30:00,229.40802446605645,229.4712131823999,296,230.25,228.2949981689453,1.9550018310546875,3.093909710759126,1.5,0.6318871634347099,0.841975533943554,0.841975533943554,231.9339510678871,232.77592660183066,229.40802446605645,STOP_LOSS,-249.22475804729197,-1.0,2025-08-27,2025-11-07T10:34:34.619029
SYMBOL,LONG,230.85000610351562,10:10:00,230.26257944378486,230.3213565172363,425,230.85000610351562,229.3350067138672,1.5149993896484375,2.577534573748058,0.8101043701171875,0.5877707345145089,0.5874266597307667,0.5874266597307667,232.02485942297716,232.61228608270793,230.26257944378486,STOP_LOSS,-249.65633038557584,-1.0,2025-08-28,2025-11-07T10:34:34.622796
SYMBOL,SHORT,231.8300018310547,10:05:00,232.55390919384647,232.47973349542988,345,233.36129760742188,231.8300018310547,1.5312957763671875,2.064417065232564,1.160003662109375,0.7417569841657367,0.7239073627917776,0.7239073627917776,230.38218710547113,229.65827974267935,232.55390919384647,STOP_LOSS,-249.74804016316327,-1.0,2025-08-29,2025-11-07T10:34:34.630422
SYMBOL,LONG,229.49000549316406,09:45:00,228.54502101065194,228.61757077610255,264,229.49000549316406,227.69000244140625,1.8000030517578125,2.48105978093494,1.8549957275390625,0.7254976545061383,0.9449844825121261,0.9449844825121261,231.37997445818831,232.32495894070044,228.54502101065194,STOP_LOSS,-249.47590338320128,-1.0,2025-09-02,2025-11-07T10:34:34.634269
SYMBOL,SHORT,234.91659545898438,09:45:00,235.9555554133758,235.85945501490343,240,237.97000122070312,234.91659545898438,3.05340576171875,3.177308117610366,1.5900115966796875,0.9610039847237724,1.03895995439143,1.03895995439143,232.83867555020151,231.79971559581008,235.9555554133758,STOP_LOSS,-249.35038905394322,-1.0,2025-09-03,2025-11-07T10:34:34.639005
SYMBOL,LONG,239.36000061035156,09:45:00,238.18165210517546,238.26893652028429,212,239.36000061035156,237.0399932861328,2.32000732421875,2.6579857599164876,2.50860595703125,0.8728441510881696,1.1783485051761033,1.1783485051761033,241.71669762070377,242.89504612587987,238.18165210517546,STOP_LOSS,-249.8098830973339,-1.0,2025-09-04,2025-11-07T10:34:34.642881
SYMBOL,LONG,240.6199951171875,09:50:00,239.90617622581945,239.99375426362636,350,240.6199951171875,239.17999267578125,1.44000244140625,1.6442506334533038,1.19000244140625,0.8757803780691964,0.7138188913680494,0.7138188913680494,242.0476328999236,242.76145179129165,239.90617622581945,STOP_LOSS,-249.8366119788173,-1.0,2025-09-05,2025-11-07T10:34:34.646687
SYMBOL,SHORT,238.74000549316406,11:15:00,239.42053295918132,239.37092282124186,367,240.14999389648438,238.74000549316406,1.4099884033203125,2.8421376393694735,1.2299957275390625,0.49610137939453125,0.6805274660172529,0.6805274660172529,237.37895056112956,236.6984230951123,239.42053295918132,STOP_LOSS,-249.7535800283318,-1.0,2025-09-08,2025-11-07T10:34:34.650560
SYMBOL,LONG,238.0,13:10:00,236.58220120065982,236.63856139091513,176,238.0,236.4600067138672,1.5399932861328125,2.7324132142864053,1.5,0.5636019025530133,1.4177987993401757,1.4177987993401757,240.83559759868035,242.25339639802053,236.58220120065982,STOP_LOSS,-249.53258868387093,-1.0,2025-09-09,2025-11-07T10:34:34.654354
SYMBOL,SHORT,229.69000244140625,09:45:00,230.5104472224092,230.41446954819742,304,232.33999633789062,229.69000244140625,2.649993896484375,2.761052420000477,1.9900054931640625,0.9597767421177456,0.8204447810029478,0.8204447810029478,228.04911287940035,227.2286680983974,230.5104472224092,STOP_LOSS,-249.41521342489614,-1.0,2025-09-10,2025-11-07T10:34:34.658150
SYMBOL,LONG,228.25999450683594,09:45:00,227.5452168841036,227.60182404875903,349,228.25999450683594,226.64999389648438,1.6100006103515625,2.8441640208482153,1.0099945068359375,0.5660716465541294,0.7147776227323277,0.7147776227323277,229.6895497523006,230.40432737503292,227.5452168841036,STOP_LOSS,-249.45739033358237,-1.0,2025-09-11,2025-11-07T10:34:34.661917
