symbol,side,entry_price,entry_time,stop_price,vwap,shares,or_high,or_low,or_range,or_in_atr,base_high,base_low,base_range,atr,stop_distance,r_amount,target_r1,target_r2,exit_price,exit_reason,pnl,r_multiple,date,logged_at
SYMBOL,SHORT,5.300000190734863,09:45:00,5.4175929341997415,5.351274131130095,2125,5.5,5.300000190734863,0.19999980926513672,3.472652951153565,5.360000133514404,5.28000020980835,0.07999992370605469,0.05759280068533761,0.11759274346487825,0.11759274346487825,5.064814703805107,4.9472219603402285,5.4175929341997415,STOP_LOSS,-249.88457986286627,-1.0,2025-08-25,2025-11-12T11:52:06.780748
SYMBOL,SHORT,5.25,09:50:00,5.340186016900199,5.282577215297817,2772,5.389800071716309,5.25,0.1398000717163086,3.478840304069717,5.300000190734863,5.25,0.05000019073486328,0.04018582616533552,0.09018601690019867,0.09018601690019867,5.069627966199603,4.979441949299404,5.340186016900199,STOP_LOSS,-249.99563884735073,-1.0,2025-08-27,2025-11-12T11:52:06.788884
SYMBOL,SHORT,6.670000076293945,09:50:00,6.841750315257481,6.729623793236413,1455,6.920000076293945,6.670000076293945,0.25,3.0581007443984713,6.760000228881836,6.670000076293945,0.09000015258789062,0.08175008637564522,0.17175023896353547,0.17175023896353547,6.326499598366874,6.154749359403339,6.841750315257481,STOP_LOSS,-249.89659769194412,-1.0,2025-11-03,2025-11-12T11:52:06.947919
SYMBOL,LONG,12.194999694824219,10:00:00,11.81690754209246,12.058453445795713,661,12.194999694824219,11.90999984741211,0.2849998474121094,1.475974321715169,12.149999618530273,12.010000228881836,0.1399993896484375,0.19309268678937638,0.37809215273175845,0.37809215273175845,12.951184000287736,13.329276153019494,11.81690754209246,STOP_LOSS,-249.91891295569232,-1.0,2025-08-22,2025-11-12T11:52:07.262211
SYMBOL,LONG,14.529999732971191,09:55:00,14.125100272042411,14.371802878406651,617,14.529999732971191,13.920000076293945,0.6099996566772461,3.4877069196920636,14.53499984741211,14.300000190734863,0.2349996566772461,0.17489991869245256,0.40489946092877993,0.40489946092877993,15.339798654828751,15.744698115757531,14.125100272042411,STOP_LOSS,-249.8229673930572,-1.0,2025-09-11,2025-11-12T11:52:07.306218
SYMBOL,SHORT,17.290000915527344,09:45:00,17.697264126368932,17.45174793093826,613,17.822999954223633,17.290000915527344,0.5329990386962891,2.701956247733826,17.5,17.274999618530273,0.22500038146972656,0.19726412636893137,0.4072632108415881,0.4072632108415881,16.475474493844168,16.06821128300258,17.697264126368932,STOP_LOSS,-249.6523482458935,-1.0,2025-11-03,2025-11-12T11:52:07.430823
SYMBOL,LONG,8.630000114440918,09:50:00,8.375778130122594,8.527441037032064,983,8.630000114440918,8.199999809265137,0.43000030517578125,4.125834571369373,8.65999984741211,8.479999542236328,0.18000030517578125,0.10422141211373466,0.254221984318324,0.254221984318324,9.138444083077566,9.39266606739589,8.375778130122594,STOP_LOSS,-249.9002105849125,-1.0,2025-09-11,2025-11-12T11:52:08.359974
SYMBOL,LONG,6.010000228881836,09:50:00,5.747193132128034,5.918362686028722,951,6.010000228881836,5.71999979019165,0.29000043869018555,2.593757520554914,5.949999809265137,5.859000205993652,0.09099960327148438,0.11180707386561803,0.26280709675380187,0.26280709675380187,6.53561442238944,6.7984215191432416,5.747193132128034,STOP_LOSS,-249.92954901286558,-1.0,2025-11-07,2025-11-12T11:52:08.495873
SYMBOL,LONG,48.44990158081055,09:50:00,47.49389430454799,48.09490179611106,261,48.44990158081055,47.25,1.1999015808105469,2.9546423155888943,48.439998626708984,47.900001525878906,0.5399971008300781,0.4061072213309152,0.9560072762625538,0.9560072762625538,50.361916133335654,51.31792340959821,47.49389430454799,STOP_LOSS,-249.51789910452652,-1.0,2025-09-17,2025-11-12T11:52:10.511503
SYMBOL,LONG,1.2599999904632568,09:45:00,1.2366142954145158,1.248672424047257,10690,1.2599999904632568,1.215000033378601,0.04499995708465576,3.361792186378834,1.2699999809265137,1.25,0.019999980926513672,0.013385704585484095,0.023385695048740995,0.023385695048740995,1.3067713805607388,1.3301570756094798,1.2366142954145158,STOP_LOSS,-249.99308007104125,-1.0,2025-09-05,2025-11-12T11:52:10.962515
SYMBOL,SHORT,1.2100000381469727,09:45:00,1.2357357059206282,1.2210453723089039,9714,1.2599999904632568,1.2100000381469727,0.04999995231628418,3.4636319879953,1.2213000059127808,1.2000000476837158,0.02129995822906494,0.014435700007847376,0.025735667773655546,0.025735667773655546,1.1585287025996616,1.132793034826006,1.2357357059206282,STOP_LOSS,-249.99627675328998,-1.0,2025-09-08,2025-11-12T11:52:10.970551
SYMBOL,SHORT,1.1100000143051147,09:50:00,1.1316356999533517,1.1164010457670301,11554,1.1399999856948853,1.1100000143051147,0.029999971389770508,2.578270650171021,1.1200000047683716,1.1100000143051147,0.009999990463256836,0.01163569518498012,0.021635685648236924,0.021635685648236924,1.066728643008641,1.045092957360404,1.1316356999533517,STOP_LOSS,-249.9787119797294,-1.0,2025-10-02,2025-11-12T11:52:11.031894
SYMBOL,SHORT,1.090000033378601,10:15:00,1.1022678194347886,1.093889237093458,20378,1.1100000143051147,1.090000033378601,0.019999980926513672,2.3870363877498133,1.100000023841858,1.090000033378601,0.009999990463256836,0.008378582341330392,0.012267786056187502,0.012267786056187502,1.065464461266226,1.0531966752100386,1.1022678194347886,STOP_LOSS,-249.9929442529889,-1.0,2025-10-10,2025-11-12T11:52:11.052469
SYMBOL,SHORT,1.0800000429153442,09:50:00,1.09719284091677,1.0880166715545987,14540,1.1100000143051147,1.0800000429153442,0.029999971389770508,3.373493006862438,1.0882999897003174,1.0800000429153442,0.008299946784973145,0.008892851216452462,0.017192798001425702,0.017192798001425702,1.0456144469124928,1.0284216489110671,1.09719284091677,STOP_LOSS,-249.9832829407297,-1.0,2025-10-21,2025-11-12T11:52:11.076756
SYMBOL,SHORT,1.090000033378601,10:25:00,1.1109142814363753,1.0957889035905644,11953,1.1100000143051147,1.090000033378601,0.019999980926513672,1.8324637066070828,1.100000023841858,1.090000033378601,0.009999990463256836,0.010914257594517298,0.0209142480577742,0.0209142480577742,1.0481715372630527,1.0272572892052785,1.0800000429153442,EOD_FLATTEN,309.73703578540335,1.2390075806419172,2025-10-22,2025-11-12T11:52:11.082079
SYMBOL,SHORT,0.7810999751091003,09:55:00,0.813392869063786,0.7939309511997618,7741,0.8320000171661377,0.7810999751091003,0.050900042057037354,3.772364809006633,0.7998999953269958,0.7802000045776367,0.01969999074935913,0.013492873736790248,0.03229289395468571,0.03229289395468571,0.7165141871997289,0.6842212932450432,0.813392869063786,STOP_LOSS,-249.97929210322206,-1.0,2025-11-07,2025-11-12T11:52:11.122178
SYMBOL,LONG,3.359999895095825,09:45:00,3.2953428540910994,3.336448985481582,3866,3.359999895095825,3.2699999809265137,0.08999991416931152,3.0346739953074344,3.369999885559082,3.325000047683716,0.04499983787536621,0.02965719359261649,0.0646570410047258,0.0646570410047258,3.489313977105277,3.5539710181100026,3.2953428540910994,STOP_LOSS,-249.96412052426996,-1.0,2025-09-17,2025-11-12T11:52:12.297134
SYMBOL,SHORT,3.7300000190734863,10:10:00,3.8525499446051463,3.7789338914783173,2039,3.950000047683716,3.7300000190734863,0.2200000286102295,4.186490216799876,3.799999952316284,3.7100000381469727,0.08999991416931152,0.05254999228886196,0.12254992553166,0.12254992553166,3.4849001680101663,3.3623502424785063,3.8525499446051463,STOP_LOSS,-249.87929815905474,-1.0,2025-11-03,2025-11-12T11:52:12.407786
SYMBOL,SHORT,13.4399995803833,09:50:00,13.829879079546247,13.603476301670336,641,13.869999885559082,13.4399995803833,0.43000030517578125,2.516406950739682,13.659000396728516,13.470000267028809,0.18900012969970703,0.17087868281773158,0.3898794991629462,0.3898794991629462,12.660240582057408,12.270361082894462,13.829879079546247,STOP_LOSS,-249.9127589634485,-1.0,2025-09-05,2025-11-12T11:52:13.475772
SYMBOL,SHORT,15.149999618530273,09:45:00,15.495528493608747,15.300056173788153,723,15.914999961853027,15.149999618530273,0.7650003433227539,4.621560760009383,15.329999923706055,15.020000457763672,0.3099994659423828,0.16552856990269252,0.3455288750784735,0.3455288750784735,14.458941868373326,14.113412993294853,15.495528493608747,STOP_LOSS,-249.81737668173636,-1.0,2025-08-25,2025-11-12T11:52:13.904593
